"user_id","game_name","payment_date","revenue_amount_usd","p_month","month_rev","prev_month","prev_month_rev","next_month","next_month_rev"
xU11jJIA4UIYu7pmqJ4kvg==,game 3,2022-12-10,18.3,2022-12-01,18.3,2022-11-01,28.71,,
crKNTIblJ0113SKEtSJQHw==,game 3,2022-11-14,12.0,2022-11-01,24.0,2022-10-01,42.48,2022-12-01,30.00
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,2022-09-24,27.24,2022-09-01,54.48,2022-08-01,46.71,,
"75lEf3nSWLSf6GncqhR9gQ==",game 3,2022-06-02,15.75,2022-06-01,141.75,2022-05-01,174.78,2022-07-01,147.69
BE42Fj9cBAbbch80IpA8Dw==,game 3,2022-10-12,17.46,2022-10-01,52.38,2022-09-01,46.71,2022-11-01,53.52
TWDA+aUZ8OPMHOtz5cPPXA==,game 3,2022-06-05,14.07,2022-06-01,14.07,2022-05-01,27.42,,
ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,2022-11-11,17.61,2022-11-01,35.22,,,2022-12-01,50.70
orbgZNBGuhZZx63HTAbyIw==,game 3,2022-04-30,13.29,2022-04-01,79.74,,,2022-05-01,155.97
crKNTIblJ0113SKEtSJQHw==,game 3,2022-07-02,30.87,2022-07-01,61.74,2022-06-01,59.94,2022-08-01,40.47
cv6g2/jSkR+FwO58WY85DQ==,game 3,2022-11-12,23.28,2022-11-01,23.28,,,2022-12-01,24.3
Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,2022-04-23,24.84,2022-04-01,124.20,2022-03-01,122.64,2022-05-01,90.30
ShEJVi+TtuQlvdw2uetd/Q==,game 3,2022-04-29,21.6,2022-04-01,21.6,,,2022-05-01,27.87
EPRgsEIjWdzmRbzsHZ48zg==,game 3,2022-10-26,45.15,2022-10-01,270.90,2022-09-01,124.32,2022-11-01,129.33
fvYhEtD56gROaXqCi9/z/Q==,game 3,2022-07-30,21.69,2022-07-01,108.45,,,2022-08-01,133.05
MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,2022-09-04,27.54,2022-09-01,165.24,2022-08-01,136.86,2022-10-01,205.74
qmZRB16NnnCdNHWUcSyVDQ==,game 3,2022-08-11,28.02,2022-08-01,140.10,2022-07-01,86.91,2022-09-01,84.90
Veep00i4vvZbTAVD6GMoiA==,game 3,2022-10-15,26.19,2022-10-01,78.57,2022-09-01,49.53,2022-11-01,44.55
"4EiWC2ewiX2A7i9NuBAefQ==",game 3,2022-11-03,15.09,2022-11-01,45.27,2022-10-01,57.39,,
V1hFT6jms7MK4yi6EFdt6A==,game 3,2022-11-24,16.41,2022-11-01,32.82,2022-10-01,33.09,2022-12-01,37.8
lGI5+OCzV6nnDMpyZWtZAg==,game 3,2022-05-30,17.25,2022-05-01,17.25,,,,
zmZPan/KZoyrIR2r/SvLdA==,game 3,2022-07-14,17.1,2022-07-01,68.4,,,2022-08-01,74.31
"1BBMagZRq/39AV1l2rm4Iw==",game 3,2022-10-05,12.99,2022-10-01,90.93,2022-09-01,243.6,2022-11-01,148.14
"3KHhqZr7/1n2+bTP13WuXA==",game 3,2022-06-22,14.13,2022-06-01,14.13,,,,
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-09-10,18.36,2022-09-01,275.40,2022-08-01,366.90,2022-10-01,290.52
xSi5UajdkNHXppWOTm6g8w==,game 3,2022-10-21,23.04,2022-10-01,276.48,2022-09-01,270.24,2022-11-01,235.44
OU1FxSli7e6szUGr2+7M9A==,game 3,2022-12-04,20.55,2022-12-01,20.55,,,,
wjWDL/+l9D+LVt/9gNMH5Q==,game 3,2022-11-05,18.09,2022-11-01,108.54,2022-10-01,118.62,,
UNcp1RmIObUiGNqLDHjNVw==,game 3,2022-05-30,14.52,2022-05-01,14.52,,,,
F03P4YcFbbtcWUlujjIQmQ==,game 3,2022-07-24,18.27,2022-07-01,36.54,,,2022-08-01,37.23
gxZPbCoYIu8slavUm05KGA==,game 3,2022-09-13,27.21,2022-09-01,27.21,2022-08-01,19.8,2022-10-01,14.91
Krr8Kwf65LaX8LctHRsFWg==,game 3,2022-11-04,19.35,2022-11-01,116.10,2022-10-01,144.72,2022-12-01,143.64
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-08-18,30.57,2022-08-01,489.12,2022-07-01,426.36,2022-09-01,304.08
ICBVvRc9TR+qF7IoBfEWsQ==,game 3,2022-11-02,17.79,2022-11-01,71.16,2022-10-01,80.73,,
"72brUr/DKItStlTen5pHYg==",game 3,2022-10-22,14.58,2022-10-01,14.58,2022-09-01,18.3,2022-11-01,13.56
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,2022-06-22,16.83,2022-06-01,50.49,2022-05-01,94.11,2022-07-01,45.63
unoAVprNoepzjDQwQzWj6A==,game 3,2022-10-25,16.83,2022-10-01,16.83,,,,
orbgZNBGuhZZx63HTAbyIw==,game 3,2022-05-23,18.75,2022-05-01,281.25,2022-04-01,310.65,2022-06-01,352.44
F7cC4XEymgoRKeijWu63+w==,game 3,2022-12-26,24.33,2022-12-01,24.33,,,,
"75lEf3nSWLSf6GncqhR9gQ==",game 3,2022-06-01,27.24,2022-06-01,245.16,2022-05-01,174.78,2022-07-01,147.69
GOl6BQXsy0zvbvIWIoKEQw==,game 3,2022-11-16,21.33,2022-11-01,106.65,2022-10-01,139.68,,
GetHmCsisRTAnwhuBEMa9Q==,game 3,2022-12-03,19.5,2022-12-01,78.0,2022-11-01,119.55,,
eLWkkjmSeHVGjb9tp+CJpQ==,game 3,2022-09-14,16.35,2022-09-01,49.05,2022-08-01,61.95,,
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-05-23,20.52,2022-05-01,430.92,2022-04-01,407.40,2022-06-01,434.25
xt/PY4N2zkZQgtlZ9Cg82w==,game 3,2022-06-29,30.36,2022-06-01,121.44,,,2022-07-01,107.31
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-08-02,13.86,2022-08-01,124.74,,,2022-09-01,220.08
iFFApiXZ2wPdS666BLpKZw==,game 3,2022-10-07,15.48,2022-10-01,30.96,2022-09-01,53.94,,
qqYyR2vRI+7pgiuyTnVM+A==,game 3,2022-08-16,27.06,2022-08-01,54.12,2022-07-01,54.06,2022-09-01,50.91
"1KzlDBp5hORL7Y5PBaB+0g==",game 3,2022-12-12,21.72,2022-12-01,43.44,2022-11-01,63.27,,
SyWxmJ+Ha8K2C9UJt8blVA==,game 3,2022-10-02,29.67,2022-10-01,59.34,2022-09-01,53.01,2022-11-01,28.38
"4btLP2zvi8eBV0t08fdkKQ==",game 3,2022-04-27,27.66,2022-04-01,110.64,2022-03-01,71.16,2022-05-01,91.68
v9uJC6CIm0KR00+LpWQUBg==,game 3,2022-09-28,18.21,2022-09-01,36.42,,,2022-10-01,34.62
v9uJC6CIm0KR00+LpWQUBg==,game 3,2022-12-17,16.62,2022-12-01,49.86,2022-11-01,72.27,,
Np8MbaAllrt9d2F+g1ZvJQ==,game 3,2022-09-25,36.84,2022-09-01,73.68,,,2022-10-01,53.82
G+PCL1Jo+k4D3zpLGa3+aQ==,game 3,2022-12-21,17.37,2022-12-01,17.37,2022-11-01,21.66,,
An7gG7hfETivAjfokQv3Ww==,game 3,2022-09-08,35.01,2022-09-01,140.04,2022-08-01,90.99,2022-10-01,75.6
IdKyooyTjAbvCA7p+ujKCw==,game 3,2022-07-10,13.92,2022-07-01,167.04,2022-06-01,309.42,2022-08-01,216.96
dxXTsxsoGNYPn+1rVBAUww==,game 3,2022-10-26,18.21,2022-10-01,18.21,2022-09-01,16.05,,
dQAFHVkiiCKfawYALbHZeA==,game 3,2022-10-02,18.0,2022-10-01,18.0,,,,
L+wA3BIaEKSpxf2uqmtJxQ==,game 3,2022-11-25,21.84,2022-11-01,43.68,,,2022-12-01,37.14
"7ew71UmoMb73L41PM/YL/w==",game 3,2022-10-15,13.74,2022-10-01,27.48,2022-09-01,45.15,2022-11-01,59.52
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-07-27,20.34,2022-07-01,122.04,2022-06-01,100.53,2022-08-01,156.78
"8ncYOMYXeKDelzX40EnuLA==",game 3,2022-09-11,20.91,2022-09-01,146.37,2022-08-01,158.76,,
lP6BWSFF4OZeWp0jrAHY9g==,game 3,2022-12-19,16.5,2022-12-01,33.0,2022-11-01,29.16,,
bBOj8UKjraXzMIPrGBdCrQ==,game 3,2022-09-20,13.11,2022-09-01,26.22,2022-08-01,27.60,2022-10-01,24.42
ZmnZeh2zth0OyQaAzd6eTA==,game 3,2022-08-21,13.74,2022-08-01,13.74,,,,
HQB3hZuYcu0z8jVIl5bbug==,game 3,2022-10-15,21.39,2022-10-01,21.39,,,2022-11-01,12.81
F03P4YcFbbtcWUlujjIQmQ==,game 3,2022-12-27,15.96,2022-12-01,47.88,2022-11-01,58.95,,
VAduzk1Og0uicXfMLD3VbQ==,game 3,2022-09-05,16.02,2022-09-01,128.16,2022-08-01,170.88,2022-10-01,160.08
ZmjMhgyYl6o8iFq964FEWg==,game 3,2022-10-14,19.29,2022-10-01,57.87,2022-09-01,67.65,,
RiIlY436bXNX8MIW9vUaAQ==,game 3,2022-12-10,14.22,2022-12-01,14.22,,,,
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-10-15,27.33,2022-10-01,109.32,2022-09-01,76.02,,
W6fRYNhsTNHQkvkoFEUaVQ==,game 3,2022-12-13,21.87,2022-12-01,21.87,,,,
gT0iqDKuIXNm4ceMd9eZ1A==,game 3,2022-09-28,16.68,2022-09-01,66.72,2022-08-01,115.56,2022-10-01,77.70
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-03-07,15.66,2022-03-01,15.66,,,,
WSQTlRZJRg4Rb+rqe56nJg==,game 3,2022-06-20,14.7,2022-06-01,29.4,,,2022-07-01,33.75
YC2fZQTQXV2UR1/WHDrVqw==,game 3,2022-11-12,22.26,2022-11-01,133.56,2022-10-01,100.62,2022-12-01,144.84
BJlqmsfEshc/QjsD7VgEjg==,game 3,2022-06-29,14.1,2022-06-01,14.1,,,,
gPRMy8HkmaiyX+13OxuP/A==,game 3,2022-10-08,38.22,2022-10-01,114.66,2022-09-01,53.52,2022-11-01,88.02
NntDesROB4ANrudTCXEScA==,game 3,2022-07-28,22.59,2022-07-01,22.59,,,,
qmZRB16NnnCdNHWUcSyVDQ==,game 3,2022-07-15,13.56,2022-07-01,81.36,2022-06-01,105.66,2022-08-01,128.61
SyWxmJ+Ha8K2C9UJt8blVA==,game 3,2022-09-26,19.92,2022-09-01,19.92,,,2022-10-01,29.67
nklUUkirU5GYU5ZtNOgx8w==,game 3,2022-05-21,20.22,2022-05-01,20.22,2022-04-01,19.11,,
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-10-20,26.31,2022-10-01,1657.53,2022-09-01,1540.56,2022-11-01,1449.90
MJrNeNCAIVBe/OSRGhrelw==,game 3,2022-10-19,15.21,2022-10-01,15.21,,,,
VTaIkhD9hJKcnvA6Kw5p9g==,game 3,2022-11-22,22.71,2022-11-01,136.26,2022-10-01,122.22,2022-12-01,153.60
UYHkNfMIVuVaH82KijZH3Q==,game 3,2022-12-24,13.38,2022-12-01,13.38,,,,
q8UcdT1sZCl07AqhDVz5ZA==,game 3,2022-08-10,15.18,2022-08-01,45.54,,,2022-09-01,61.98
"7RkS5ikrXwWByJobMXv2sA==",game 3,2022-12-04,26.73,2022-12-01,106.92,2022-11-01,87.75,,
BbnuW+2kIgxo7dxg5BBIeQ==,game 3,2022-11-21,16.5,2022-11-01,165.0,2022-10-01,185.40,2022-12-01,242.82
"0A5RkQrm+GBgG7KSFk/xhw==",game 3,2022-07-13,22.71,2022-07-01,204.39,2022-06-01,144.63,2022-08-01,122.49
QZBiEFECZAgVl5IkN9/cFw==,game 3,2022-07-10,30.69,2022-07-01,552.42,2022-06-01,376.92,2022-08-01,410.10
orbgZNBGuhZZx63HTAbyIw==,game 3,2022-09-23,14.7,2022-09-01,88.2,2022-08-01,141.48,2022-10-01,214.56
"7zai/c69uF/NhB95HgKuYw==",game 3,2022-11-09,13.56,2022-11-01,13.56,2022-10-01,22.77,,
K5c4Zypq0/6iQYmv/Dqm5A==,game 3,2022-11-06,18.12,2022-11-01,18.12,2022-10-01,24.96,,
nfIwLLLuemHymdg1HYidrA==,game 3,2022-11-18,21.33,2022-11-01,63.99,2022-10-01,72.78,2022-12-01,41.76
QoHEss2e+b385deeX2p39Q==,game 3,2022-08-24,36.66,2022-08-01,293.28,2022-07-01,198.96,2022-09-01,236.28
nPrRQwP3UZo2KBlM2mJ8fg==,game 3,2022-12-22,35.31,2022-12-01,35.31,2022-11-01,15.21,,
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,2022-05-31,15.0,2022-05-01,30.0,,,2022-06-01,46.20
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,2022-12-30,14.1,2022-12-01,42.3,2022-11-01,71.52,,
DcYWdg5xq9/5Yd7SaaVhZw==,game 3,2022-09-09,13.14,2022-09-01,26.28,2022-08-01,29.49,,
"3iITAz/ADjFv3PDTgTjxSg==",game 3,2022-04-01,18.15,2022-04-01,18.15,2022-03-01,23.76,2022-05-01,15.69
"7BqUeLmbiug63XrWs2+ZQQ==",game 3,2022-09-04,14.01,2022-09-01,140.10,2022-08-01,164.70,2022-10-01,254.16
BE42Fj9cBAbbch80IpA8Dw==,game 3,2022-10-02,17.61,2022-10-01,52.83,2022-09-01,46.71,2022-11-01,53.52
dUXVADLWvf2uvh+Q6TNrMw==,game 3,2022-07-06,12.15,2022-07-01,12.15,,,,
dVTYjVpXbOM/sOgCq4CV0g==,game 3,2022-10-08,35.82,2022-10-01,179.10,2022-09-01,127.20,2022-11-01,73.65
ICBVvRc9TR+qF7IoBfEWsQ==,game 3,2022-10-07,27.03,2022-10-01,108.12,2022-09-01,83.82,2022-11-01,63.96
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-04-04,39.51,2022-04-01,474.12,2022-03-01,397.08,2022-05-01,245.88
QoHEss2e+b385deeX2p39Q==,game 3,2022-09-17,26.13,2022-09-01,52.26,2022-08-01,71.43,2022-10-01,26.94
ux4Q9iTbOyaU1c/0SKvF7w==,game 3,2022-11-04,21.93,2022-11-01,21.93,2022-10-01,12.03,2022-12-01,28.98
orbgZNBGuhZZx63HTAbyIw==,game 3,2022-05-06,24.03,2022-05-01,360.45,2022-04-01,310.65,2022-06-01,352.44
BbnuW+2kIgxo7dxg5BBIeQ==,game 3,2022-12-01,28.59,2022-12-01,85.77,2022-11-01,53.07,,
"3Xuq0acIoGEgw19qflIoog==",game 3,2022-06-29,12.69,2022-06-01,38.07,,,2022-07-01,41.73
yFNWN0sYyxkSJ+yLRq1WqA==,game 3,2022-11-01,65.79,2022-11-01,657.90,2022-10-01,171.75,2022-12-01,187.68
ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,2022-05-04,14.01,2022-05-01,84.06,2022-04-01,126.54,2022-06-01,143.94
"4pssft0TgDfiQexjbe25lw==",game 3,2022-11-10,14.19,2022-11-01,14.19,,,,
GOl6BQXsy0zvbvIWIoKEQw==,game 3,2022-10-31,17.04,2022-10-01,51.12,2022-09-01,54.81,2022-11-01,53.49
eCd4MBHIR4qUWapg05TFLQ==,game 3,2022-07-04,13.74,2022-07-01,54.96,2022-06-01,51.30,2022-08-01,80.28
aujnuJ9eBYK+yGF15TtUkw==,game 2,2022-09-29,20.82,2022-09-01,20.82,,,2022-10-01,12.69
FLqAK4qKiMkvlLBgGwbBnQ==,game 3,2022-09-26,12.15,2022-09-01,36.45,2022-08-01,53.28,2022-10-01,48.15
v9uJC6CIm0KR00+LpWQUBg==,game 3,2022-12-27,25.41,2022-12-01,76.23,2022-11-01,72.27,,
V7J42heW8l19wiBJ8UpRyw==,game 3,2022-06-05,18.54,2022-06-01,74.16,2022-05-01,85.44,2022-07-01,135.12
fvYhEtD56gROaXqCi9/z/Q==,game 3,2022-10-07,23.94,2022-10-01,191.52,2022-09-01,209.28,2022-11-01,192.60
"2Tm77AxZ7h7oCNKgCgMpnQ==",game 3,2022-04-07,26.79,2022-04-01,80.37,,,2022-05-01,72.06
Ox0UcaMHdCuTLe5/JQrJMQ==,game 3,2022-08-06,21.78,2022-08-01,43.56,2022-07-01,28.35,,
+XPKfmhBmI2NdGQ96Iaysg==,game 3,2022-09-23,21.87,2022-09-01,21.87,2022-08-01,18.48,2022-10-01,16.35
"06RPvlsFPCmM9ag+iSM/Ag==",game 3,2022-11-15,13.47,2022-11-01,13.47,2022-10-01,25.74,,
I8yTxTfERu6jtLOfWB0dFQ==,game 3,2022-09-07,19.32,2022-09-01,19.32,,,,
"7vnYIRqjBNlAyBbtPg02tQ==",game 3,2022-09-12,26.88,2022-09-01,564.48,2022-08-01,574.56,2022-10-01,474.48
lP6BWSFF4OZeWp0jrAHY9g==,game 3,2022-05-14,13.2,2022-05-01,13.2,,,,
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,2022-11-09,14.97,2022-11-01,59.88,2022-10-01,54.00,2022-12-01,54.84
IdKyooyTjAbvCA7p+ujKCw==,game 3,2022-05-20,19.2,2022-05-01,76.8,,,2022-06-01,103.14
qmZRB16NnnCdNHWUcSyVDQ==,game 3,2022-12-01,28.59,2022-12-01,28.59,2022-11-01,27.18,,
"5n2VR2SS79K3vJ0/V2A8RQ==",game 3,2022-08-15,14.52,2022-08-01,29.04,,,2022-09-01,32.04
v9uJC6CIm0KR00+LpWQUBg==,game 3,2022-12-05,21.33,2022-12-01,63.99,2022-11-01,72.27,,
"2Tm77AxZ7h7oCNKgCgMpnQ==",game 3,2022-06-30,25.35,2022-06-01,152.10,2022-05-01,144.12,2022-07-01,114.30
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-06-14,26.16,2022-06-01,523.20,2022-05-01,475.80,2022-07-01,445.20
"4EiWC2ewiX2A7i9NuBAefQ==",game 3,2022-10-05,17.34,2022-10-01,34.68,2022-09-01,37.38,2022-11-01,29.79
L+wA3BIaEKSpxf2uqmtJxQ==,game 3,2022-11-17,12.57,2022-11-01,25.14,,,2022-12-01,37.14
PzG6g7FMYUPp0RMvXhfesQ==,game 3,2022-09-11,13.59,2022-09-01,13.59,,,2022-10-01,19.23
YC2fZQTQXV2UR1/WHDrVqw==,game 3,2022-11-28,20.43,2022-11-01,122.58,2022-10-01,100.62,2022-12-01,144.84
L+wA3BIaEKSpxf2uqmtJxQ==,game 3,2022-12-13,18.21,2022-12-01,72.84,2022-11-01,68.43,,
Lug+Yg90jslWgHEN6dc+Ng==,game 3,2022-04-26,21.18,2022-04-01,21.18,,,,
gPRMy8HkmaiyX+13OxuP/A==,game 3,2022-09-15,14.64,2022-09-01,14.64,2022-08-01,17.4,2022-10-01,38.22
"7iS0Md8Z5SFpqNAYOVcs4w==",game 3,2022-12-09,36.33,2022-12-01,36.33,,,,
"06RPvlsFPCmM9ag+iSM/Ag==",game 3,2022-11-26,14.04,2022-11-01,14.04,2022-10-01,25.74,,
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-12-28,29.73,2022-12-01,416.22,2022-11-01,376.56,,
ux4Q9iTbOyaU1c/0SKvF7w==,game 3,2022-11-02,27.18,2022-11-01,27.18,2022-10-01,12.03,2022-12-01,28.98
D0sawvsyqnyUMXNy+aXo7Q==,game 3,2022-10-10,19.32,2022-10-01,19.32,,,,
DqezK7HAqZ+GovyRuzxD1A==,game 3,2022-06-26,26.07,2022-06-01,312.84,2022-05-01,288.60,2022-07-01,361.53
jKSOgyMP0Yzld1pVpvyYrg==,game 3,2022-11-08,12.6,2022-11-01,12.6,,,,
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-09-15,21.36,2022-09-01,2392.32,2022-08-01,2269.05,2022-10-01,2538.72
"54ouP7lBhVCeV8ftS1Oj4Q==",game 3,2022-11-23,12.42,2022-11-01,12.42,,,2022-12-01,28.23
geIiJ1L04w2qAE0qzQUb2g==,game 3,2022-08-06,30.18,2022-08-01,181.08,2022-07-01,107.07,2022-09-01,137.52
B8zuTsAC2iJ98u2nlv/fUw==,game 3,2022-10-03,16.74,2022-10-01,16.74,,,,
dQAFHVkiiCKfawYALbHZeA==,game 3,2022-07-15,16.38,2022-07-01,16.38,,,2022-08-01,14.64
yH7KH2AG/PGgQiNV7uTTGg==,game 3,2022-08-08,14.88,2022-08-01,14.88,,,,
SyWxmJ+Ha8K2C9UJt8blVA==,game 3,2022-03-25,19.95,2022-03-01,19.95,,,2022-04-01,16.8
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-09-09,19.47,2022-09-01,58.41,2022-08-01,58.92,,
ymEApWLjh3I9oLJnWIBHFA==,game 3,2022-09-28,33.27,2022-09-01,33.27,,,2022-10-01,17.7
Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,2022-03-30,39.0,2022-03-01,117.0,,,2022-04-01,56.16
"4b7l8C489HEJirtoe7xtFg==",game 3,2022-07-08,28.14,2022-07-01,28.14,2022-06-01,22.83,2022-08-01,16.56
"72brUr/DKItStlTen5pHYg==",game 3,2022-07-10,19.11,2022-07-01,76.44,2022-06-01,86.91,2022-08-01,122.52
jVhb69DTRT5TSWYEiUrlbg==,game 3,2022-06-18,27.96,2022-06-01,111.84,2022-05-01,108.54,2022-07-01,72.42
"5fGaUgWk82R8c6U6A5d9pg==",game 3,2022-12-03,17.28,2022-12-01,17.28,,,,
"787jk0VnxM8/sv/0TkvO6A==",game 3,2022-11-10,18.81,2022-11-01,37.62,2022-10-01,34.92,2022-12-01,34.98
wDXJbTe2RLmAMKsPm5zZDg==,game 3,2022-08-24,55.08,2022-08-01,165.24,2022-07-01,76.92,2022-09-01,72.99
iFnn4bfYgNs8OS5MCcLjeA==,game 3,2022-10-06,18.3,2022-10-01,36.6,2022-09-01,27.93,2022-11-01,30.0
crKNTIblJ0113SKEtSJQHw==,game 3,2022-12-12,12.42,2022-12-01,37.26,2022-11-01,48.87,,
MRcEXu/KG95hsIyJM/816A==,game 3,2022-05-28,22.83,2022-05-01,22.83,,,2022-06-01,23.4
er3/fOrRpmyqiRaC0CaFcg==,game 3,2022-05-08,47.22,2022-05-01,188.88,,,2022-06-01,103.71
lP6BWSFF4OZeWp0jrAHY9g==,game 3,2022-12-22,20.1,2022-12-01,40.2,2022-11-01,29.16,,
dpfu6t8G4blqMn55KM8bSg==,game 3,2022-05-23,15.81,2022-05-01,15.81,2022-04-01,33.03,2022-06-01,17.64
p0Ysy5XSVvKlZbKqzjyJgQ==,game 3,2022-10-19,21.81,2022-10-01,21.81,,,,
WDsSR+yQGqoMMBfCxqkZlw==,game 3,2022-07-03,23.13,2022-07-01,92.52,2022-06-01,91.05,,
T+RA0/fgzbUBLF89D4AEDA==,game 3,2022-06-12,16.23,2022-06-01,48.69,,,2022-07-01,65.79
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-05-15,17.31,2022-05-01,103.86,2022-04-01,165.06,2022-06-01,200.88
dVTYjVpXbOM/sOgCq4CV0g==,game 3,2022-09-25,33.06,2022-09-01,198.36,2022-08-01,123.93,2022-10-01,151.08
"9U26VpwYC1aliSUokeNK6A==",game 3,2022-12-05,14.34,2022-12-01,43.02,2022-11-01,53.07,,
Veep00i4vvZbTAVD6GMoiA==,game 3,2022-11-01,14.85,2022-11-01,74.25,2022-10-01,126.84,,
"6We7zBO7mVbNxGEl/xPKVg==",game 3,2022-07-02,28.74,2022-07-01,28.74,2022-06-01,28.95,2022-08-01,21.87
"4btLP2zvi8eBV0t08fdkKQ==",game 3,2022-08-27,29.07,2022-08-01,58.14,2022-07-01,40.71,2022-09-01,46.68
HWpnvfSvYzUsQCcCKhetIg==,game 3,2022-07-25,14.22,2022-07-01,56.88,,,2022-08-01,102.48
HJccOn6v5KHqBa8wRu42oQ==,game 3,2022-07-10,25.2,2022-07-01,25.2,,,,
ZeMBdi9hmR0vUv+lyZiypQ==,game 3,2022-03-29,13.32,2022-03-01,13.32,,,,
V7J42heW8l19wiBJ8UpRyw==,game 3,2022-12-02,25.89,2022-12-01,25.89,2022-11-01,22.29,,
orbgZNBGuhZZx63HTAbyIw==,game 3,2022-08-17,20.7,2022-08-01,186.3,2022-07-01,207.45,2022-09-01,163.35
cv6g2/jSkR+FwO58WY85DQ==,game 3,2022-08-01,23.34,2022-08-01,23.34,,,2022-09-01,30.72
Z7/6qvk8WKH3uR6IMYlCxw==,game 3,2022-11-19,19.05,2022-11-01,19.05,,,,
v9uJC6CIm0KR00+LpWQUBg==,game 3,2022-11-30,24.57,2022-11-01,196.56,2022-10-01,138.48,2022-12-01,174.48
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-11-13,46.32,2022-11-01,555.84,2022-10-01,196.32,2022-12-01,359.82
RiIlY436bXNX8MIW9vUaAQ==,game 3,2022-09-25,14.43,2022-09-01,28.86,2022-08-01,25.29,2022-10-01,47.04
"1KzlDBp5hORL7Y5PBaB+0g==",game 3,2022-10-01,12.99,2022-10-01,77.94,2022-09-01,116.40,2022-11-01,189.81
"3iITAz/ADjFv3PDTgTjxSg==",game 3,2022-07-10,18.09,2022-07-01,180.90,2022-06-01,171.75,2022-08-01,194.16
wRHnn4opzbqIBjFFNpBJtw==,game 3,2022-10-11,13.59,2022-10-01,27.18,,,2022-11-01,30.48
yZ1P1v1eYIbyD5wRy0chGw==,game 3,2022-11-05,15.51,2022-11-01,15.51,2022-10-01,17.64,,
tBFTAZra3r5TkHhDubnYyg==,game 3,2022-11-04,22.74,2022-11-01,90.96,2022-10-01,91.86,2022-12-01,67.32
QZBiEFECZAgVl5IkN9/cFw==,game 3,2022-09-15,23.25,2022-09-01,1464.75,2022-08-01,1435.35,2022-10-01,1178.28
lP6BWSFF4OZeWp0jrAHY9g==,game 3,2022-11-23,15.84,2022-11-01,31.68,,,2022-12-01,36.6
xnLJlU804PSS9tXKmm7gZQ==,game 3,2022-07-16,13.83,2022-07-01,27.66,2022-06-01,35.88,2022-08-01,25.2
"4btLP2zvi8eBV0t08fdkKQ==",game 3,2022-04-07,26.28,2022-04-01,105.12,2022-03-01,71.16,2022-05-01,91.68
ICBVvRc9TR+qF7IoBfEWsQ==,game 3,2022-09-07,16.95,2022-09-01,135.60,2022-08-01,177.48,2022-10-01,161.46
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-08-30,26.1,2022-08-01,234.9,,,2022-09-01,220.08
hRkRI5YBVIH6bbqIDTbung==,game 3,2022-04-26,21.36,2022-04-01,21.36,,,2022-05-01,16.44
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,2022-04-30,22.83,2022-04-01,68.49,2022-03-01,51.39,2022-05-01,67.29
sQqTFx1o31w2foAIr2LKNw==,game 3,2022-08-18,17.85,2022-08-01,35.70,,,2022-09-01,49.74
DAMO0tILVRlXZhYONdvs0Q==,game 3,2022-06-20,20.13,2022-06-01,40.26,,,2022-07-01,53.31
L8+KU8u6xftnkFVO501X7w==,game 3,2022-07-19,14.04,2022-07-01,14.04,,,2022-08-01,14.55
Y/nf8iBu/UCaNAuIRRjVwA==,game 3,2022-03-21,24.27,2022-03-01,24.27,,,2022-04-01,20.43
D0sawvsyqnyUMXNy+aXo7Q==,game 3,2022-10-17,17.52,2022-10-01,17.52,,,,
SyWxmJ+Ha8K2C9UJt8blVA==,game 3,2022-06-10,31.56,2022-06-01,31.56,,,,
wjWDL/+l9D+LVt/9gNMH5Q==,game 3,2022-06-09,13.08,2022-06-01,26.16,2022-05-01,24.24,2022-07-01,35.22
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-09-30,24.03,2022-09-01,360.45,2022-08-01,366.90,2022-10-01,290.52
"2FYEYdoJMUOtbJ6TruruWA==",game 3,2022-05-12,30.33,2022-05-01,60.66,2022-04-01,56.85,2022-06-01,44.94
